CP,sample,mean_f_edu,sd_f_edu,mean_f_bac,sd_f_bac,mean_m_edu,sd_m_edu,mean_m_bac,sd_m_bac,mean_c_edu,sd_c_edu,mean_c_bac,sd_c_bac,mean_p_edu,sd_p_edu,mean_p_bac,sd_p_bac,mean_c_urban,sd_c_urban,mean_p_urban,sd_p_urban
0,LR,11.6358465703213,3.21837103722186,0.152849852913208,0.359842820318573,11.2393543383518,2.95426460876667,0.106515894549258,0.308496867931238,14.8949359089587,2.45059520433877,0.666631456899848,0.471417113445,14.5698714846414,2.66675073497556,0.630626337541263,0.482635373858081,0.680002673990569,0.466475265479754,0.689255099484974,0.462798704372524
1,LR,11.7312186978297,3.22611350149466,0.162771285475793,0.369195393297701,11.3651919866444,3.00298724241015,0.115818030050083,0.320039979148597,14.8255061573784,2.45961634343725,0.663953245668963,0.47240439611756,11.8151389192737,3.44823528223641,0.233428133887552,0.423058619384929,0.689938831470154,0.462567153811258,0.705249841872233,0.455978441237457
0,SR,14.219556054428,2.8086007937026,0.459311236708497,0.498341933946637,14.250705958792,2.42678381682959,0.466355545004352,0.498867026149229,4.99740062864533,5.11373293484743,0.0000328311593396084,0.00572975813779949,3.05043135275589,4.29298918348845,0.0000317789679312827,0.00563719943169925,0.716596218609955,0.450650966377739,0.708573665240531,0.454419685628093
1,SR,13.8388848660391,2.84956033802136,0.391383055756698,0.488148167432043,13.8540912382332,2.48269627478505,0.396089790007241,0.489172060222929,5.84018851756641,5.17127938137442,0,0,3.48274030801912,4.47000803918252,0,0,0.709948792977323,0.453868759281437,0.70434131736527,0.456423696863989
