outcome,mean,sd,count
major,0.0429497792494481,0.202744382792314,217440
total_dot,5876.45679727741,60783.6036048607,217440
outpatient,7.87879874908021,7.84310876609272,217440
eme_dummy,0.111906732891832,0.462306847291594,217440
