outcome,mean,sd,count
income,715169.405333092,648587.262189902,571334
log_income,13.491674720009,0.907373042392057,436413
work,0.763849167037145,0.424716296812283,571334
major,0.0597531391445284,0.237029111805022,571334
total_dot,22402.1546065874,178301.383762385,571334
outpatient,18.9370000735122,19.6676580906754,571334
eme_dummy,0.253960030385029,1.62055558956018,571334
