outcome,mean,sd,count
income,674438.769991334,586143.83951207,631446
log_income,13.4261617750542,0.897654582421806,490729
work,0.777151173655388,0.416158024328163,631446
major,0.0667436328680521,0.249577681263111,631446
total_dot,23997.7312992718,125724.199349893,631446
outpatient,23.5709751902776,22.2527712945136,631446
eme_dummy,0.260275621351628,1.874671100738,631446
