outcome,mean,sd,count
income,664921.474870887,577957.655547875,259344
log_income,13.4155926332115,0.901734496355116,200720
work,0.773952742303659,0.418270928434132,259344
major,0.067632179653279,0.251114139534328,259344
total_dot,24383.3294890185,143968.161890944,259344
outpatient,23.6503292923684,22.2677722435961,259344
eme_dummy,0.262628015300142,1.52519212635641,259344
