outcome,mean,sd,count
income,674416.527249351,593814.847209837,1141394
log_income,13.4199372862832,0.911999621288256,885276
work,0.775609474029126,0.4171805008689,1141394
major,0.0671643621746741,0.250306543103279,1141394
total_dot,24106.4539326473,138584.987831958,1141394
outpatient,23.5192790570127,22.2318596312735,1141394
eme_dummy,0.261615182837828,1.58828433711518,1141394
