outcome,mean,sd,count
income,607144.188153882,578737.819884236,8018
log_income,13.3237748768652,1.0107114245068,5890
work,0.734597156398104,0.441575014073663,8018
major,0.0821900723372412,0.274671210194274,8018
total_dot,28381.4753055625,92290.728249021,8018
outpatient,25.6003991020205,23.8747607509147,8018
eme_dummy,0.286854577201297,1.26979141954093,8018
