outcome,mean,sd,count
income,661003.751327319,604575.593963585,288444
log_income,13.3930499045387,0.948336067231601,220795
work,0.765469207194464,0.423705938628065,288444
major,0.0686268391784887,0.252818942559123,288444
total_dot,24365.6301153777,149135.225970039,288444
outpatient,23.4322884164691,22.2554674962157,288444
eme_dummy,0.267674141254455,1.2294892880963,288444
