outcome,mean,sd,count
major,0.0430497919135027,0.202969348388366,839795
total_dot,5874.8339237552,91561.8889968848,839795
outpatient,7.70280604195071,7.76714519916593,839795
eme_dummy,0.116316481998583,0.482027504210241,839795
