V1,V2,V3
income_joint1,630089.734966477,432215.694696618
income_joint2,630089.734966477,432215.694696618
income_joint3,630098.199947263,432214.794192836
log_income_joint1,13.3049912754884,0.620281557554156
log_income_joint2,13.3049912754884,0.620281557554156
log_income_joint3,13.3049959459893,0.620277235129061
work_both1,0.547239731291773,0.497763428874653
work_both2,0.547239731291773,0.497763428874653
work_both3,0.547250176027731,0.497762437518038
work_old1,0.173541451597104,0.378714707509508
work_old2,0.173541451597104,0.378714707509508
work_old3,0.173540217921154,0.378713644056986
work_young1,0.167814236595138,0.37370125998428
work_young2,0.167814236595138,0.37370125998428
work_young3,0.167813898644146,0.373700959577715
work_none1,0.108460839276031,0.310961564676222
work_none2,0.108460839276031,0.310961564676222
work_none3,0.108451903086353,0.310950312573246
bachelor_both1,0.518189987172477,0.499669198680059
bachelor_both2,0.518189987172477,0.499669198680059
bachelor_both3,0.518196925694721,0.499668946048156
bachelor_old1,0.140776731182068,0.347791219208804
bachelor_old2,0.140776731182068,0.347791219208804
bachelor_old3,0.140775391427095,0.347789835413951
bachelor_young1,0.147808669365817,0.354910353915755
bachelor_young2,0.147808669365817,0.354910353915755
bachelor_young3,0.147809692573972,0.354911369287577
bachelor_none1,0.192761154600698,0.394467243736979
bachelor_none2,0.192761154600698,0.394467243736979
bachelor_none3,0.192755001118555,0.39446245089681
marr_both1,0.137571168124136,0.344449349320329
marr_both2,0.137571168124136,0.344449349320329
marr_both3,0.137571633132821,0.344449838601572
marr_both4,0.137571168124136,0.344449349320329
marr_both5,0.137571633132821,0.344449838601572
marr_old1,0.230590308109929,0.421210679616027
marr_old2,0.230590308109929,0.421210679616027
marr_old3,0.230596676010044,0.421214752508972
marr_old4,0.230590308109929,0.421210679616027
marr_old5,0.230596676010044,0.421214752508972
marr_young1,0.11924104326828,0.324071948645274
marr_young2,0.11924104326828,0.324071948645274
marr_young3,0.119237125230517,0.324067345204075
marr_young4,0.11924104326828,0.324071948645274
marr_young5,0.119237125230517,0.324067345204075
marr_none1,0.502309413127289,0.49999469302513
marr_none2,0.502309413127289,0.49999469302513
marr_none3,0.502307445524688,0.499994702110483
marr_none4,0.502309413127289,0.49999469302513
marr_none5,0.502307445524688,0.499994702110483
fert_both1,0.00438412392989438,0.0660674190190638
fert_both2,0.00438412392989438,0.0660674190190638
fert_both3,0.00438422601899328,0.0660681848533719
fert_both4,0.00438412392989438,0.0660674190190638
fert_both5,0.00438422601899328,0.0660681848533719
fert_old1,0.0551699254616274,0.228311651875246
fert_old2,0.0551699254616274,0.228311651875246
fert_old3,0.0551712728523138,0.2283142770402
fert_old4,0.0551699254616274,0.228311651875246
fert_old5,0.0551712728523138,0.2283142770402
fert_young1,0.0443271875511925,0.205821020718388
fert_young2,0.0443271875511925,0.205821020718388
fert_young3,0.0443267211630307,0.205819988166146
fert_young4,0.0443271875511925,0.205821020718388
fert_young5,0.0443267211630307,0.205819988166146
fert_none1,0.893559115065252,0.308401091469893
fert_none2,0.893559115065252,0.308401091469893
fert_none3,0.893558223077999,0.308402229756891
fert_none4,0.893559115065252,0.308401091469893
fert_none5,0.893558223077999,0.308402229756891
outpatient_count_joint1,16.2227124448641,14.1993854662339
outpatient_count_joint2,16.2227124448641,14.1993854662339
outpatient_count_joint3,16.2227515539837,14.1947383434551
total_dot_joint1,6630.02620107534,57075.9927237225
total_dot_joint2,6630.02620107534,57075.9927237225
total_dot_joint3,6630.18952242224,57077.3087238191
eme_dummy_both1,0.028788102210561,0.167210496100062
eme_dummy_both2,0.028788102210561,0.167210496100062
eme_dummy_both3,0.0287885038600661,0.167211627975066
eme_dummy_old1,0.118487177968522,0.323184121561371
eme_dummy_old2,0.118487177968522,0.323184121561371
eme_dummy_old3,0.118487062477736,0.32318398522729
eme_dummy_young1,0.125270321572109,0.331025193056366
eme_dummy_young2,0.125270321572109,0.331025193056366
eme_dummy_young3,0.125271465814497,0.331026488366752
eme_dummy_none1,0.72559769662541,0.446212615299128
eme_dummy_none2,0.72559769662541,0.446212615299128
eme_dummy_none3,0.725596272362983,0.446213335380793
major_both1,0.00495936547137241,0.0702479225912755
major_both2,0.00495936547137241,0.0702479225912755
major_both3,0.00495959575776801,0.070249545412242
major_old1,0.0551656476845009,0.22830331554599
major_old2,0.0551656476845009,0.22830331554599
major_old3,0.0551662393271841,0.228304468320695
major_young1,0.047948341854487,0.213656974319098
major_young2,0.047948341854487,0.213656974319098
major_young3,0.0479487032865247,0.213657739029483
major_none1,0.891037149460732,0.311592613684376
major_none2,0.891037149460732,0.311592613684376
major_none3,0.891036096911406,0.311593934590896
