outcome,mean,sd,count
income,449820.864571013,357968.503596543,703424
log_income,13.1176784896297,0.524668500374303,558816
work,0.794422709489582,0.404123125184661,703424
marr,0.411080342584443,0.492030092675882,764081
major,0.0721428327722682,0.258724447265015,703424
total_dot,7905.70447980166,68683.8376167951,703424
outpatient,7.69943305886635,9.4948180985595,703424
eme_dummy,0.117306205076881,0.663566770934129,703424
