outcome,mean,sd,count
major,0.0474567091537697,0.21261405786269,269572
total_dot,18609.8079103171,183522.117030351,269572
outpatient,21.1208397014527,16.0119282456364,269572
eme_dummy,0.281030670841185,0.827971947729122,269572
