outcome,mean,sd,count
major,0.042948879728555,0.202742078270365,534915
total_dot,17517.7661404148,140360.479267274,534915
outpatient,21.176297168709,15.5120669431925,534915
eme_dummy,0.26033855846256,0.849552938023011,534915
