outcome,mean,sd,count
income,333988.691039445,282976.991037277,783880
log_income,12.9133008128408,0.525239581307762,572452
work,0.730280144920141,0.443814495181187,783880
marr,0.17457097583957,0.379599947806831,846923
major,0.0711652293718426,0.257100804793524,783880
total_dot,7868.22237714956,65656.6115337212,783880
outpatient,7.01571796703577,9.25508601140824,783880
eme_dummy,0.134259070265857,0.767197905885016,783880
