outcome,mean,sd,count
income,375751.778245059,353038.351242412,817019
log_income,13.0417810370177,0.556364514374954,576976
work,0.706196551120598,0.455503277987671,817019
marr,0.559498488112593,0.496447590782881,887107
major,0.0819111917837896,0.274229539781048,817019
total_dot,9059.84980765441,77609.5521584484,817019
outpatient,8.51317778411518,10.3373662017374,817019
eme_dummy,0.138548797518785,1.02064691645446,817019
