outcome,mean,sd,count
income,355367.368181389,321365.01977106,1599171
log_income,12.9778933008361,0.544886011292935,1148279
work,0.718046412797631,0.449950984515661,1599171
marr,0.370752099801942,0.483006330845952,1732139
major,0.0766190732573315,0.265986155864056,1599171
total_dot,8474.06516126168,72029.6158235534,1599171
outpatient,7.77945885712035,9.85042103946798,1599171
eme_dummy,0.136425060234334,0.905716987774888,1599171
